,ID,description,title
146,425f260b-54f5-4256-bab9-0b20aa4a21ce,"Job Description   Send me Jobs like this Tc$$ hiring Aus Process Sal 45k + Inct. -JP Morg@n -@MEX -1st Advg -@ccenture -BARCL@YS Fixed Shift + Weekends Off Sal 45K+Excellent Incentives 2 Rounds of EASY Interview For More Information OR TO Schedule Your Interviews Call Lala 09833377228 Salary:INR 2,00,000 - 6,00,000 P.A. Best in the Industry & Excellent Incentives! Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Customer Service Executive CSR Customer Service technical support BPO Fresher voice us australian dayshift voice process process collections sales process upselling CSE CCR inbound outbound Call Centre uk jp morgan amex Desired Candidate Profile Candidates having an excellent command over English and willing to work in Night Shifts in Voice Process shall apply. For More Information OR TO Schedule Your Interviews Call OR Whatsapp Jackie 09833377228 Education- Doctorate:Doctorate Not Required Company Profile: Gratitude India All TOP Bpo's in India Gratitude India (R) is an ISO 9001 CERTIFIED Premier Recruitment Consultancy in Bulk Hiring like BPO/Insurance/Airlines/Retail etc. For More Information OR TO Schedule Your Interviews Call OR Whatsapp Jackie 09833377228 Download PPT Photo 1   View Contact Details","W*S, Mp*a&i&, Se**o, Jp*c, A*M, M*ha*i* BPOs Hiring! Sal Upto 35k"
147,433e771a-386f-4d54-a7ae-210be0d659bb,"Job Description   Send me Jobs like this We have an urgent requirement for Customer support role for Domlur location. Require female candidate for an Inbound/outbound calling process. Work location - Bangalore (Domlur) Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Inbound Outbound Calling Customer Support Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details",Customer Support- Joiners
148,43d58e21-8188-4f2b-9865-d597984f3661,"Job Description   Send me Jobs like this Perform all necessary configurations per their definition in the Functional Design Lead Test Teams into clearly identifying all Test Scenarios, Direct and Review Test Cases created, Perform Functional Testing at various levels Gatekeeper to certify the system beyond SIT Demonstrate a clear understanding of domains and business processes within the domain and a complete detailed understanding of Microsoft Dynamics AXAPTA be informed of future product roadmaps to enable better design decision making for scalability and forward compatibility Thorough knowledge of business processes at a minimum across HRMS, Supply Chain Management, Lead to Order Process, Order Processing, Production Planning & Control, Production Information Management, Project & Accounting, Finance, Financial Consolidation, Master Planning, Inventory Management, Warehousing & Physical Distribution, Logistics. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - ERP , CRM Role Category:System Design/Implementation/ERP/CRM Role:Functional Outside Consultant Keyskills Microsoft Dynamics AX Microsoft Dynamics AXAPTA Logistics Production Planning Control Functional Consultancy Inventory Management Supply Chain Management Order Processing Techno Functional Master Planning configuration Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1   View Contact Details",Microsoft Axapta Functional/technical/techno Functional Consultant
149,44578592-9249-4232-a37d-073136613c69,"Job Description   Send me Jobs like this Job Description: We have an urgent opening with Top leading Bank. Job Location: Bangalore Qualification: Graduation/ Post Graduation Salary: Negotiable Job Role: *Enhance and manage the NR Preferred Customers Identifying, acquiring, retaining and prospecting NRI high net worth individuals.  *Achieving the revenue targets and targets assigned in terms of acquiring, enhancing and upgrading the HNW relationships Customer Profiling and provide financial products to meet customer needs. *Deepen the relationship by Cross selling Banks Products and Services like Insurance, Mutual Funds, Investment Services account, family accounts, PIS, E-Broking, Home Loans e.t.c. according to Customer Need *Handling the service requirements of the HNW customers Regular updates on the NR business numbers, values for the Branches *To Enhance & Retain customer profitability by capturing larger share of Wallet *Ensure profitability of the portfolio: Generate high Income per Customer *Help the Branches in Promotional and Lead generation activity for NR accounts *Assist and train the Branches on NR Product and Processes Managing / servicing existing client relationships and bring in new relationships through referrals/ active solicitation. *Client interaction will be on e-mail/ phone. Those candidates who all are interested on above profile kindly send me your updated cv on below mail ID. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Branch Manager/Regional Manager Keyskills Relationship Management client servicing hni rm team handling nri nr preferred rm preferred banking sales Desired Candidate Profile Please refer to the Job description above Company Profile: TopGear Consultants Pvt Ltd. Top Leading Bank Top Leading Bank Download PPT Photo 1   View Contact Details",Preferred Relationship Manager
150,4465da15-7948-47ca-a1f4-a3e8d135902d,"Job Description   Send me Jobs like this There are so many people spending 2 to 3 hour on internet. Here is an opportunity where you can earn initially 3k to 8k per week by spending just 2 to 3 hour per day at office or at home at your leisure time also. Anisha 9502349603 (HR) Salary:INR 2,00,000 - 4,00,000 P.A Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Part Time work from home freelance full time computer operator marketing online internet marketing data entry freshers call center multilevelmarketing mass communication promotinal work internet surfing Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Diploma - Any Specialization, B.Com - Commerce, B.A - Any Specialization Company Profile: United Capital Club The services provided by UCC include pre-arranged tours, custom packages according to customers' specifications, requirements & budget. UCC seeks to differentiate itself as a brand more than a vendor in the tourism sector. Download PPT Photo 1   View Contact Details",Available Part time / full time work at Top M.n.c Company-9502349603
151,45293884-64aa-460b-872f-714fbc7e397a,"Job Description   Send me Jobs like this -Manage and perform L1/L2 administration tasks -Manage and perform administration tasks on Backup App. -Monitoring of application and servers. -Work on application and server related alerts. -Troubleshoot application server related issue; analyse and debug logs. -Able to up skill herself/himself as per business requirement. -Coordinate with vendor in case of support required. -Prepare reports as per business requirement. -Prepare technical documents as and when required. -Execute the task within desired SLA -Participate in projects when assigned. -Firmware upgrade in the server environment -Installation & configuration of Terminal Server -Maintain and monitor all network, security and computer systems to meet the organization's current and future requirements -Monitor systems and identify performance issues proactively -Work within strict time frames and elevate incidents within defined timeframes -Test all changes to networks, hardware, software, and hosted applications -Resolve issues and prepare status reviews and reports Maintain the necessary project plans and documentation of all system builds and modifications -Interact and coordinate with vendors, suppliers, distributors and contract consultants -Maintain good working relationships with all service providers and vendor to ensure that services received meet expected requirements of contract. -Suggesting & planning for future development of IT systems. Salary:INR 3,00,000 - 3,50,000 P.A Industry: Agriculture / Dairy Functional Area: Other Role:Other Keyskills Network Engineering hardware engineering Desired Candidate Profile Diploma/Bsc/BE Computers  with 3-4 years experience Skills Required:  PC Hardware, Networking, Software Installation Server Hardware/MaintenanceOptional Skills:  Knowledge / experience on VM WareOnly Bangalore candidates would be considered Company located in Mysore Road, Bidadi.Company Transport provided.Candidates residing in Rajarajeshwarinagar, Vijayanagar, Yeshwanthpur, West of Chord Road, Nagarabhavi  preferred. Education- UG: B.Tech/B.E. - Computers, Diploma - Computers, B.Sc - Computers PG:Post Graduation Not Required Company Profile: Namdhari Seeds Private Ltd. Namdhari Seeds Pvt. Ltd., is a Breeder, Producer, Distributor for quality vegetable seeds. We are committed to development of high quality vegetable varieties with better yield, disease resistance and adaptability to various agro climatic conditions. Download PPT Photo 1   View Contact Details",Senior Hardware/network Engg
152,464c1cb6-6899-40b4-bf04-3faeebca05f7,"Job Description   Send me Jobs like this Marketing efforts of the company in a State/Region, Introducing to Cooperatives, Producer Organizations, Govt. dept. Officials, Social Enterprises & other Stake Holders. Managing Relationships with Key Customers, Responsible for Individual. Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Marketing Role:Marketing Manager Keyskills Asst. Manager Marketing - Jobs Bangalore Bengaluru Online Services Cooperative Handloom Textile Sector Producer Organizations Stake Holders Key Customers Sales Targets Setting up Managing Desired Candidate Profile * Building team Marketing Executives, Service Engineers on the field to Achieve Sales Targets of the Company. * Setting up and managing the local office. * Good Interpersonal & Communication Skills. * Knowledge of The Local Language. Education- UG: B.B.A / B.M.S - Management Company Profile: HITECH PLACEMENTS, Bangalore . HITECH has grown fastest as Reliable & Quality Service Provider having its main focus to offer high quality expertise to both Clients & Candidates.......... Website: .......www.hitechmanpower.com Email: .......cv@hitechmanpower.com . Download PPT Photo 1   View Contact Details","Asst. Manager â€“ Marketing - Jobs, Bangalore / Bengaluru"
153,46ac1e50-a3cd-4e32-8cfc-2d767f672e8b,"Job Description   Send me Jobs like this Drive orientation and on-boarding for new joiners Implement and support various HR processes / policies and partner with business mangers to meet business goals. Drive Attrition discussions with business, work with them to facilitate reversals and Salary:INR 2,00,000 - 4,00,000 P.A Industry: Retail / Wholesale Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Employee Relations Manager Keyskills HR Processes Recognition Employee Engagement Rewards Onboarding Orientation Policies Performance appraisal Desired Candidate Profile Preferably a MBA/Graduate in any discipline At least 4 years of experience in similar role Good people management skills Superior interpersonal abilities. Ability to get along with diverse personalities, tactful, mature and flexible Good reasoning Education- UG: Any Graduate - Any Specialization Company Profile: WISDOM BRIDGE MANAGEMENT CONSULTANTS Leading Retail firm in Bangalore Leading Retail firm in Bangalore Download PPT Photo 1   View Contact Details","Assistant Manager,hr-generalist ,Top Retail Firm,7411909767,9686288924"
154,47dc80cb-6453-4752-bee7-5b245899d8ca,"Job Description   Send me Jobs like this Deliver high-quality training to audiences using a variety of media types. Provide course and learner feedback to key stakeholders. Maintain the highest level of expertise in the area of specialty and interact with subject matter experts in new course development. Monitor the quality and effectiveness of the learning environment and outcomes, including classroom, courseware/ curriculum and instructor readiness, and prepare internal faculty members to conduct sessions. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Training Role:Soft Skills Trainer Keyskills development analytics training feedback level learner area deliver environment internal Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Accenture Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functionsunderpinned by the worlds largest delivery networkAccenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 373,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com Download PPT Photo 1   View Contact Details",Analytics
155,47e8cb8a-0dce-41bc-bb3a-b347781c2282,"Job Description   Send me Jobs like this Minimum of 3+ years experience in IT recruiting for US clients with proven track record in staffing all levels of IT positions i.e. Developers, Architects, Analysts, and Project Managers etc. Should be a Dynamic leader, expert at, motivating and managing a team of recruiters; Expert Communications at all levels; Good relationship building, time management and interpersonal skills Establish strong working relationships with sales and operations personnel to maintain an integrated team approach to ensure healthy candidate pipeline Source, screen and interview potential technical candidates including: phone interviews, and reference checking for current and future positions. Negotiating hiring terms and packages, interacting with HR departments Strong communication, organizational, evaluation, and negotiation skills Familiarity with various levels, roles and associated technologies. Salary: Compensation Base + High Commission Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(Technical) Keyskills IT Recruitment Technical Recruitment US Staffing HR Hiring Interviewing Sales Operations Relationship Building Negotiation Skills Dynamic Leader Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Neotecra India Pvt. Ltd Company Profile An aggressively growing IT staffing company with offices located in New York, New Jersey and Pennsylvania in USA and Bangalore India. Our client base includes many Fortune 1000 industry leaders like Bank of New York, DTCC, Siemens, IBM etc. Download PPT Photo 1   View Contact Details",Senior Technical Recruiter (US Staffing)
156,47fa1db0-db3b-4edf-8f39-16b55ee3e325,"Job Description   Send me Jobs like this 3 yrs of hands-on exp in COBOL, DB2, VSAM Salary:INR 5,00,000 - 12,00,000 P.A. 'opportunity to work for an Mnc', Best package + Shift Allowance + on call support Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills VSAM JCL Cobol Db2 Production Support application support Desired Candidate Profile Exp in Development Education- PG:Other Company Profile: GSN Consulting Client of GSN Consulting Download PPT Photo 1   View Contact Details",SE / SSE / LEAD - Mainframe - 3 to 10 ysr - Bangalore
157,48bcd301-9ca3-476f-91c3-e0bd536c5416,"Job Description   Send me Jobs like this * Product Development & Service Teams in Developing the Next Generation, * Internet Applications using Technologies including Php, Cloud Computing, & Mobile. Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Jr. Software Engineer - Jobs Bangalore Bengaluru IT Product Development Next Generation Internet Applications Technologies Php Cloud Computing Mobile Innovate Challenging Startup Environment Desired Candidate Profile * Able to Learn, Innovate & Deliver in a Challenging Startup Environment. * Good Communication & Team Skills. Education- UG: B.Tech/B.E. - Computers PG:MCA - Computers Company Profile: HITECH PLACEMENTS, Bangalore . HITECH has grown fastest as Reliable & Quality Service Provider having its main focus to offer high quality expertise to both Clients & Candidates.......... Website: .......www.hitechmanpower.com Email: .......cv@hitechmanpower.com . Download PPT Photo 1   View Contact Details","Jr. Software Engineer - Jobs, Bangalore / Bengaluru"
158,49429ffe-595c-41b5-a904-35d08496881c,"Job Description   Send me Jobs like this Software engineer jobs for engineering graduates in various locations of India. Some major areas are Mumbai, Bangalore, Chennai, Pune and Gurgaon. Salary:INR 3,00,000 - 8,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills IT Software Engineering Freshers Software Engineer graduate fresher software developer Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization PG:Post Graduation Not Required Doctorate:Doctorate Not Required Company Profile: Local Job Search http://www.fresherstime.com/ Download PPT Photo 1   View Contact Details",IT Software Engineer Jobs for Freshers in India
159,499312a4-82be-42e3-826f-5bee14e3aa17,"Job Description   Send me Jobs like this Requirements: Good knowledge on HTML4/ HTML5, CSS2/ CSS3 and Object Oriented JavaScript, AJAX Experience in Responsive web design development Deep technical expertise in HTML4/5, CSS2/3, JavaScript, Object Oriented JavaScript concepts, JSON, Angular JS, RESTful APIs. Good analytical and problem solving skills Good communication skills Tools knowledge Eclipse or any other editor, Clear case & Web log Experience in preparing technical specification documents . Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Javascript Ajax JSON UI Development Eclipse Web Designing Web Technologies Design Development Problem Solving HTML4 CSS2 Object Oriented JavaScript web design development Angular JS RESTful APIs Desired Candidate Profile Preferred Education - B.E/B.Tech/ M.E/M.Tech/MCAArea of Expertise - HTML/JavaScript/ JSON, Angular JS, RESTful APIs.Experience - 3.5 to 8 years. Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MCA - Computers Doctorate:Doctorate Not Required Company Profile: ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED Calsoft Labs provides specialized concept to market Product Engineering and embedded design and engineering services both established and early stage product and technology companies in select market segments 2013 ISVs, New Media Companies, Networking and Datacom OEMs, computer hardware manufacturers, semiconductor companies and consumer electronics companies. Calsoft Labs helps accelerate the development of software products and reduce time to market through its proven processes, methodologies, and tools. Our full lifecycle services include product development, testing and QA, sustenance, embedded engineering services, and embedded systems design. Experienced engineers with deep expertise in leading edge technologies help improve the quality and reliability of the products we own for our customers. We have helped several Fortune 500 and early stage companies ship some of the most widely used software products in the world, on time and within budget. We do Product Engineering only, not Product Engineering also. Corporate Overview Calsoft Labs is a wholly owned subsidiary of ALTEN. Set up in 1988, ALTEN is a European leader in Technology Consulting and Engineering (TCE) and has about 12,600 employees in 12 countries worldwide.ALTEN's market covers the full range of consulting services, technical assistance, performance of fixed price projects and outsourced platforms in the field of Technology Consulting and Engineering (TCE) as well as Information Systems and Networks. Download PPT Photo 1   View Contact Details",UI Developer
160,4a145ab4-6f8b-4aa1-9bc4-77285b8243ce,"Job Description   Send me Jobs like this Hai Greetings from Anantha Cybertech Pvt Ltd!!!!!!!!!!! Designation: Asp.Net WCF developer Location: Bangalore job type:Permanent position Notice period: 15 days Required Qualifications / Skills: .NET, C#, SQL Server (2008 and Above), WCF, SOAP, REST, Web API, ASP.NET MVC, EntityFramework, Web API, jQuery, JavaScript, bootstrap Should have 2 to 3 years experience. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Asp.net Wcf Desired Candidate Profile Please refer to the Job description above Company Profile: Anantha Cyber Tech Pvt Ltd cmmi level 3 company with level 5 standards cmmi level 5 company Download PPT Photo 1   View Contact Details",Opening for .net Developer with 3to6 Years Experience Bangalore
161,4a74b6f1-964d-42e4-9e67-7407e3bcbacf,"Job Description   Send me Jobs like this Experience: 3-5 Years _ C++,Linux/Unix Mode: Permanent Work: Bangalore Interview: Bangalore (15-10-2016) Send CV:bullit11@bullitservices.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills C++ Linux unix Desired Candidate Profile Please refer to the Job description above Company Profile: Bull IT Services HCL Technology Limited HCL Technologies is a leading global IT services company, working with clients in the areas that impact and redefine the core of their businesses Download PPT Photo 1   View Contact Details","Job Opening for HCL Technologies C++,linux/unix Bangalore(15-10-2016)"
162,4af226cc-a0e6-4cf9-a7a6-6752efdc53b8,"Job Description   Send me Jobs like this We are an HR Outsourcing & Consulting firm specialized in Payroll (in-house built application which is Cloud), Statutory Compliances, Labour Law Compliances, In-house built HRIS application & HR Consulting space. We are hiring for System Administrator - Freshers ""Preferable Male candidates "" a) Qualification: Any Technical/Computer Background b) Should have basic knowledge on software/hardware handling. c) Should have excellent communication skills d) Any course regarding networking is an added advantage e) Should possess a good attitude Interested candidates can walk in through below address: Ascent HR Services Pvt Ltd.., #420, 100 Feet road 4th block Kormangala Landmark: Near Canara Bank, Next to old IIPM building  Bangalore-34 Timings: 9AM-12PM Contact Person: Vijay / Ashwini Contact Numbers: 9148584814 / 7899487952 Salary: Not Disclosed by Recruiter Industry: KPO / Research / Analytics Functional Area: IT Software - Network Administration , Security Role Category:Admin/Maintenance/Security/Datawarehousing Role:System Administrator Keyskills Networking IT - Hardware & Networking Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, Diploma - Any Specialization, Computers, Electrical, Electronics/Telecommunication, Engineering, B.Sc - Any Specialization, Electronics, Computers, Graduation Not Required, BCA - Computers Company Profile: Ascent Consulting Services P Ltd Ascent We are an HR Outsourcing & Consulting firm specialized in Payroll (in-house built application which is Cloud), Statutory Compliances, Labour Law Compliances, In-house built HRIS application & HR Consulting space. Download PPT Photo 1   View Contact Details",System Administrator (fresher) - Walk-in
163,4b23fb62-18c3-4236-b78b-392526fe047c,"Job Description   Send me Jobs like this Responsible for the Fitness Center operation of all exercise equipment within the section. * To be familiar with all equipment within the Fitness Center. * To introduce all activities and facilities of the Fitness Center to its patrons Salary: Best in industry Industry: Travel / Hotels / Restaurants / Airlines / Railways Functional Area: Hotels , Restaurants Role Category:Other Services Role:Health Club Assistant./Manager Keyskills Gym gym trainer fitness instructor fitness trainer gym instructor fitness faculty fitness teacher Desired Candidate Profile Please refer to the Job description above Company Profile: Park Plaza Hotel Park Plaza , Bangalore is a 5* Deluxe property comes under huge umbrella of Carlson Download PPT Photo 1   View Contact Details",Gym Instructor
164,4bab7059-d679-479c-9f85-b97b77150892,"Job Description   Send me Jobs like this P Our client is one of the largest real estate funds in the country. For their property consulting division, we are hiring Relationship Managers. The role : - Account management of assigned builders. - Identify International Property consultants and channels who cross sell properties . - Ensuring the builder properties are listed with Property consultants. - Relationship management with builder and IPC sales teams. - Responsible for inventory management of properties and ensure timely sales revenues of these properties. The Person : - 5+ years sales experience Preferred industries : Property consulting, Real estate, Insurance ( Banca), Private Bankers. Prefer Bangalore based candidates. If interested please share your updated profile to renuka@flexipartners.com Salary:INR 10,00,000 - 12,00,000 P.A Industry: Real Estate / Property Functional Area: Sales , Retail , Business Development Role Category:Institutional Sales Role:Sales/Business Development Manager Keyskills B2B Corporate Sales enterprise sales Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Flex-i Partners Real Estate Advisory Group Real Estate Funding Group Download PPT Photo 1   View Contact Details",Sales Manager for Real Estate Fund Company
165,4bb9c9ad-6395-4ac0-81c1-cbe548ab7c54,"Job Description   Send me Jobs like this Looking for Relationship Managers role (HNI/ UHNIs) for HNI Broking/PCG Desk in Broking Segment Location: Bangalore- Regional office- HNI Broking Desk JOB ROLE & Responsibilities:-  - Acquiring high value relationships into the Preferred Client group . - Managing Large Trader Clients/Big Ticket size Client Acquisition & service. - Managing relationship of super HNI clients, retaining & enhancing advisory relationship - Managing relationships of HNI clients, retaining & enhancing advisory relationships. - To generate revenue from existing customers mapped and from new clients. - To execute cross sell efforts as per focus of the organization at any given point in time. - To keep one self-updated on the financial markets and in advisory products / services in particular. Criteria for Recruitment:-   Qualification ANY Graduate/PG/MBA from reputed institute or Graduate from good college. Experience Minimum 3 to 8 yrs in handling HNI relationship, Sales of BIG HNI Clients/Trader clients from BFSI or any other sector with good business / market knowledge. CTC: Rs 3 LPA to 6 LPA (no Constraint for Right Candidate) Looking for candidates from HNI Broking/PCG Desk only, having good vintage in their present as well as previous companies (Atleast minimum tenure of 2-3 yrs in previous employer) Company Profile  AnandRathi  http://www.rathi.com  Anand Rathi Group is one of Indias fastest growing full service securities firm. The services offered range from Wealth Management, Investment Banking, Corporate Finance & Advisory, Brokerage & Distribution in the areas of equities, commodities, mutual funds and insurance. With presence at over 180 locations, the Group caters to the financial needs of well-reputed Corporate Groups, Institutions, Foreign Investors and Individuals. In order to meet our growth plans, we are looking for young, dynamic and result-oriented candidates Candidates can directly Walk-in for the Personal Interview at Given below Address- Venue :  Anand Rathi Share & Stock Brokers Ltd., 4th Floor Indian Express Building, Queens Road - Bang alore. India Interview Date : From 06 Sep  to 20 Sep 2016 Time : Anytime between 10 AM to 5 PM Contact Person : Mr.. Chidananda.M.S  (HR Manger) Contact Number : +91 8049221222 Salary:INR 3,00,000 - 6,00,000 P.A. Incentives Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Brokerage Relationship Management Sales Investment Banking Equity HNI Client Handling Corporate Finance Insurance Cross Selling Mutual Funds wealth management Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: AnandRathi Anand Rathi Group is one of India's fastest growing full service securities firm. The services offered range from Wealth Management, Investment Banking, Corporate Finance &amp; Advisory, Brokerage &amp; Distribution in the areas of equities, commodities, mutual funds and insurance. With presence at over 180 locations, the Group caters to the financial needs of well-reputed Corporate Groups, Institutions, Foreign Investors and Individuals. In order to meet our growth plans, we are looking for young, dynamic and result-oriented candidates . Download PPT Photo 1   View Contact Details",Urgent Openings - HNI RM - Sales for Bangalore - Anand Rathi Group
166,4c6283bd-8187-4138-bc50-f83b577a0a77,"Job Description   Send me Jobs like this Dear All, Please find the below Multi Skilled Technician JOB details. Exp 2 Years Salary 11K to 14k Take Home Salary Position Multi Skilled Technician Note - Immediate Joiners will be preferred. Salary:INR 50,000 - 1,50,000 P.A Industry: Facility Management Functional Area: Site Engineering , Project Management Role Category:Site Engineering Role:Electrical Engineer-Utility Keyskills Multi Skill Technician Desired Candidate Profile Please refer to the Job description above Company Profile: EFS Facilities Services (india) Pvt. Ltd. EFS India employs more than 3200 people, with Pan India operations spanning across major cities . The Company's corporate office is at Delhi with other major offices located in Bangalore, Chennai, Mumbai and Kolkata besides other local operating offices. EFS is serving clients in areas of Integrated Facility Management and Energy Services for Industry and Power. The Facility Management vertical has a strong team of technical resources across India which is committed to strong service delivery. The Company manages about 25m sq. ft. of facilities management portfolio spread over 18 cities and 50 clients. Company's approach to Facility Management extends beyond day to day operations to overall equipment maintenance, life cycle enhancement and capital value protection for our clients. The Energy Business vertical provides the expertise and services for comprehensive O&M services for Power Plants and Industrial Facilities covering Steam Systems, Water Treatment Plants and Electrical & Mechanical Utility Systems. The Energy Business also provides Technical Services such as Supervisory Services for Construction & Commissioning, Due Diligence, Project Management Services and Technical & Performance Audits. Download PPT Photo 1   View Contact Details",Multi Skilled Technician
167,4c6a9449-ca5c-46e7-aca8-0968ee0e24ed,"Job Description   Send me Jobs like this 1. Scope of the role Responsible for KEC of warehousing processes to ensure zero error operations and meet changing needs of business 2. Job Profile The job involves a. Periodic review of all warehousing processes in conjunction with feedback from stakeholders, identify gaps and implement corrective actions. b. Support revised processes with necessary infrastructure, technology and personnel c. Interact with stake holders (stores, franchisees, distributors, vendors, compliance team, auditors etc) and proactively prepare for any changes that may be required for future (eg. Transition to GST, change in stock replenishment process etc) d. Identify new opportunities for improvement in service levels, costs, productivity, reduction in pilferage, etc w.r.t processes, concepts, technology evaluate and implement. (eg automatic storage, picking, packing, remote sensing, automated inwarding ) 3. Key Deliverables a. Achieving and sustaining zero error warehousing operations across locations b. Improvement in costs, pilferages, damages, FIFO compliance, statutory compliance 4. The right person a. Graduate with 4 to 6 years experience in new age warehouse management in FMCG / e-commerce environment. b. Good business acumen c. Excellent knowledge of ERP environment and technology related to warehousing. d. Ability to manage external agencies such as service providers, consultants, etc. Salary: Not Disclosed by Recruiter Industry: Retail / Wholesale Functional Area: Supply Chain , Logistics , Purchase , Materials Role Category:Logistics Role:Warehouse Manager Keyskills Warehouse Operations Stores FIFO Warehouse Management Stock Replenishment Remote Sensing Statutory Compliance Desired Candidate Profile a. Graduate with 4 to 6 years experience in new age warehouse management in FMCG / e-commerce environment.b. Good business acumen c. Excellent knowledge of ERP environment and technology related to warehousing. d. Ability to manage external agencies such as service providers, consultants, etc. Education- UG: Any Graduate - Any Specialization, B.A - Any Specialization Company Profile: Titan Company Ltd. The Manufacturers of India's leading watch brand and India's only national jewellery brand - using design, technology and people for unchallenged market leadership.<br>Â§ Joint Venture between India's most respected business organization - the Tata Group and the Tamil Nadu Industrial Development Corporation (TIDCO), World's sixth largest manufacturer brand of watches and India's leading producer of watches under the Titan and Sonata brand names.<br>Â§ Product portfolio includes watches, clocks, accessories and jewellery, in both contemporary and traditional designs.<br>Â§ Exports watches to about 40 countries around the world with manufacturing facilities in Hosur, Dehradun, Goa and manufactures precious jewellery under the Tanishq brand name, making it India's only national jewellery brand.<br>Â§ Exports Tanishq jewellery to Europe, U.S.A., Middle East and Australia.<br>Â§ Extensive domestic distribution network, amongst the world's largest retail chain of exclusive retail showrooms called 'The World of Titan' with 164 showrooms and multibrand outlets named Time Zones with 144 outlets for watches.<br>Â§ Titan watches crossed 50 Million customers- an endorsement of customer delight.<br>Â§ The Tanishq Jewellery Division has 83 Tanishq boutiques. Download PPT Photo 1   View Contact Details",Assistant Manager / Manager - Warehousing
